# name: E6 Harestua to Grua (section ATK)
# fallbackSpeedKmh: 80
# osrmDistanceMeters: 11246.5
# osrmDurationSeconds: 721
60.213985,10.697754
60.214222,10.697850
60.214429,10.697939
60.214709,10.698069
60.215116,10.698267
60.215713,10.698557
60.216002,10.698683
60.216261,10.698788
60.216463,10.698862
60.216658,10.698925
60.216859,10.698975
60.217046,10.699017
60.217246,10.699050
60.217463,10.699076
60.217712,10.699102
60.217957,10.699122
60.218459,10.699159
60.218647,10.699174
60.218868,10.699193
60.219069,10.699213
60.219300,10.699250
60.219524,10.699296
60.219768,10.699344
60.219996,10.699403
60.220241,10.699472
60.220444,10.699534
60.220685,10.699623
60.220915,10.699719
60.221189,10.699827
60.221611,10.700023
60.222905,10.700629
60.223793,10.701057
60.224018,10.701166
60.224234,10.701271
60.224419,10.701378
60.224607,10.701488
60.224758,10.701579
60.224899,10.701668
60.225039,10.701766
60.225219,10.701898
60.225370,10.702015
60.225529,10.702149
60.225669,10.702270
60.225799,10.702391
60.225927,10.702512
60.226083,10.702670
60.226245,10.702841
60.226478,10.703100
60.227002,10.703692
60.227198,10.703912
60.227330,10.704056
60.227465,10.704203
60.227598,10.704328
60.227737,10.704449
60.227896,10.704574
60.228051,10.704678
60.228203,10.704776
60.228342,10.704852
60.228467,10.704916
60.228569,10.704956
60.228699,10.705008
60.228813,10.705038
60.228941,10.705077
60.229079,10.705104
60.229207,10.705123
60.229343,10.705133
60.229501,10.705136
60.229673,10.705124
60.229848,10.705105
60.229995,10.705074
60.230127,10.705035
60.230252,10.704994
60.230422,10.704928
60.230567,10.704861
60.230686,10.704796
60.230845,10.704700
60.230994,10.704596
60.231165,10.704464
60.231303,10.704343
60.231436,10.704219
60.231652,10.703995
60.231884,10.703733
60.232139,10.703439
60.233086,10.702334
60.233274,10.702113
60.233427,10.701934
60.233571,10.701771
60.233710,10.701626
60.233844,10.701494
60.233951,10.701393
60.234040,10.701309
60.234124,10.701237
60.234236,10.701148
60.234328,10.701083
60.234428,10.701020
60.234525,10.700964
60.234631,10.700904
60.234724,10.700858
60.234835,10.700809
60.234964,10.700756
60.235101,10.700704
60.235294,10.700637
60.235567,10.700541
60.235757,10.700474
60.235915,10.700407
60.236076,10.700332
60.236280,10.700220
60.236443,10.700121
60.236589,10.700023
60.236728,10.699923
60.236845,10.699829
60.236990,10.699703
60.237132,10.699571
60.237279,10.699424
60.237414,10.699278
60.237546,10.699123
